coupon_bucket,implied_mbs_coupon,month,n_atrisk,n_prepay,smm,cpr
8.0,7.5,92025,1298,11,0.00847457627118644,0.09708627793411251
8.0,7.5,102023,1935,0,0.0,0.0
8.0,7.5,102024,1606,6,0.0037359900373599006,0.04392205358353951
8.0,7.5,112023,1910,0,0.0,0.0
8.0,7.5,112024,1560,8,0.005128205128205128,0.05983209187515559
8.0,7.5,122023,1892,0,0.0,0.0
8.0,7.5,122024,1524,9,0.005905511811023622,0.06860910085457395
8.5,8.0,12024,5,0,0.0,0.0
8.5,8.0,12025,4,0,0.0,0.0
8.5,8.0,22024,5,0,0.0,0.0
8.5,8.0,22025,4,0,0.0,0.0
8.5,8.0,32023,5,0,0.0,0.0
8.5,8.0,32024,5,0,0.0,0.0
8.5,8.0,32025,4,0,0.0,0.0
8.5,8.0,42023,5,0,0.0,0.0
8.5,8.0,42024,5,0,0.0,0.0
8.5,8.0,42025,4,0,0.0,0.0
8.5,8.0,52023,5,0,0.0,0.0
8.5,8.0,52024,4,0,0.0,0.0
8.5,8.0,52025,4,0,0.0,0.0
8.5,8.0,62023,5,0,0.0,0.0
8.5,8.0,62024,4,0,0.0,0.0
8.5,8.0,62025,3,0,0.0,0.0
8.5,8.0,72023,5,0,0.0,0.0
8.5,8.0,72024,4,0,0.0,0.0
8.5,8.0,72025,3,0,0.0,0.0
8.5,8.0,82023,5,0,0.0,0.0
8.5,8.0,82024,4,0,0.0,0.0
8.5,8.0,82025,3,0,0.0,0.0
8.5,8.0,92023,5,0,0.0,0.0
8.5,8.0,92024,4,0,0.0,0.0
8.5,8.0,92025,3,0,0.0,0.0
8.5,8.0,102023,5,0,0.0,0.0
8.5,8.0,102024,4,0,0.0,0.0
8.5,8.0,112023,5,0,0.0,0.0
8.5,8.0,112024,4,0,0.0,0.0
8.5,8.0,122023,5,0,0.0,0.0
8.5,8.0,122024,4,0,0.0,0.0
